Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Scorecard Link
New Zealand,South Africa,South Africa,74 runs,Birmingham,"Jun 10, 1999",1478,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/new-zealand-vs-south-africa-6th-super-65228/full-scorecard
Australia,Zimbabwe,Australia,44 runs,Lord's,"Jun 9, 1999",1477,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/australia-vs-zimbabwe-5th-super-65227/full-scorecard
India,Pakistan,India,47 runs,Manchester,"Jun 8, 1999",1476,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/india-vs-pakistan-4th-super-65226/full-scorecard
New Zealand,Zimbabwe,no result,-,Leeds,"Jun 6-7, 1999",1475,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/new-zealand-vs-zimbabwe-3rd-super-65225/full-scorecard
Pakistan,South Africa,South Africa,3 wickets,Nottingham,"Jun 5, 1999",1474,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/pakistan-vs-south-africa-2nd-super-65224/full-scorecard
Australia,India,Australia,77 runs,The Oval,"Jun 4, 1999",1473,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/australia-vs-india-1st-super-65223/full-scorecard
Bangladesh,Pakistan,Bangladesh,62 runs,Northampton,"May 31, 1999",1471,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/bangladesh-vs-pakistan-29th-match-65221/full-scorecard
Scotland,New Zealand,New Zealand,6 wickets,Edinburgh,"May 31, 1999",1472,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/scotland-vs-new-zealand-30th-match-65222/full-scorecard
Kenya,Sri Lanka,Sri Lanka,45 runs,Southampton,"May 30, 1999",1469,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/kenya-vs-sri-lanka-27th-match-65219/full-scorecard
Australia,West Indies,Australia,6 wickets,Manchester,"May 30, 1999",1470,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/australia-vs-west-indies-28th-match-65220/full-scorecard
England,India,India,63 runs,Birmingham,"May 29-30, 1999",1467,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/england-vs-india-25th-match-65217/full-scorecard
South Africa,Zimbabwe,Zimbabwe,48 runs,Chelmsford,"May 29, 1999",1468,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/south-africa-vs-zimbabwe-26th-match-65218/full-scorecard
New Zealand,Pakistan,Pakistan,62 runs,Derby,"May 28, 1999",1466,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/new-zealand-vs-pakistan-24th-match-65216/full-scorecard
Australia,Bangladesh,Australia,7 wickets,Chester-le-Street,"May 27, 1999",1464,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/australia-vs-bangladesh-22nd-match-65214/full-scorecard
Scotland,West Indies,West Indies,8 wickets,Leicester,"May 27, 1999",1465,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/scotland-vs-west-indies-23rd-match-65215/full-scorecard
India,Sri Lanka,India,157 runs,Taunton,"May 26, 1999",1463,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/india-vs-sri-lanka-21st-match-65213/full-scorecard
Kenya,South Africa,South Africa,7 wickets,Amstelveen,"May 26, 1999",1462,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/kenya-vs-south-africa-20th-match-65212/full-scorecard
England,Zimbabwe,England,7 wickets,Nottingham,"May 25, 1999",1461,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/england-vs-zimbabwe-19th-match-65211/full-scorecard
Scotland,Bangladesh,Bangladesh,22 runs,Edinburgh,"May 24, 1999",1459,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/scotland-vs-bangladesh-17th-match-65209/full-scorecard
New Zealand,West Indies,West Indies,7 wickets,Southampton,"May 24, 1999",1460,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/new-zealand-vs-west-indies-18th-match-65210/full-scorecard
India,Kenya,India,94 runs,Bristol,"May 23, 1999",1457,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/india-vs-kenya-15th-match-65207/full-scorecard
Australia,Pakistan,Pakistan,10 runs,Leeds,"May 23, 1999",1458,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/australia-vs-pakistan-16th-match-65208/full-scorecard
England,South Africa,South Africa,122 runs,The Oval,"May 22, 1999",1455,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/england-vs-south-africa-13th-match-65205/full-scorecard
Sri Lanka,Zimbabwe,Sri Lanka,4 wickets,Worcester,"May 22, 1999",1456,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/sri-lanka-vs-zimbabwe-14th-match-65206/full-scorecard
Bangladesh,West Indies,West Indies,7 wickets,Dublin,"May 21, 1999",1454,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/bangladesh-vs-west-indies-12th-match-65204/full-scorecard
Australia,New Zealand,New Zealand,5 wickets,Cardiff,"May 20, 1999",1452,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/australia-vs-new-zealand-10th-match-65202/full-scorecard
Pakistan,Scotland,Pakistan,94 runs,Chester-le-Street,"May 20, 1999",1453,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/pakistan-vs-scotland-11th-match-65203/full-scorecard
India,Zimbabwe,Zimbabwe,3 runs,Leicester,"May 19, 1999",1450,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/india-vs-zimbabwe-8th-match-65200/full-scorecard
South Africa,Sri Lanka,South Africa,89 runs,Northampton,"May 19, 1999",1451,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/south-africa-vs-sri-lanka-9th-match-65201/full-scorecard
England,Kenya,England,9 wickets,Canterbury,"May 18, 1999",1449,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/england-vs-kenya-7th-match-65199/full-scorecard
Bangladesh,New Zealand,New Zealand,6 wickets,Chelmsford,"May 17, 1999",1448,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/bangladesh-vs-new-zealand-6th-match-65198/full-scorecard
Australia,Scotland,Australia,6 wickets,Worcester,"May 16, 1999",1446,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/australia-vs-scotland-4th-match-65196/full-scorecard
Pakistan,West Indies,Pakistan,27 runs,Bristol,"May 16, 1999",1447,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/pakistan-vs-west-indies-5th-match-65197/full-scorecard
India,South Africa,South Africa,4 wickets,Hove,"May 15, 1999",1444,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/india-vs-south-africa-2nd-match-65194/full-scorecard
Kenya,Zimbabwe,Zimbabwe,5 wickets,Taunton,"May 15, 1999",1445,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/kenya-vs-zimbabwe-3rd-match-65195/full-scorecard
England,Sri Lanka,England,8 wickets,Lord's,"May 14, 1999",1443,https://www.espncricinfo.com/series/icc-world-cup-1999-61046/england-vs-sri-lanka-1st-match-65193/full-scorecard
West Indies,Australia,West Indies,8 wickets,Bridgetown,"Apr 25, 1999",1442,https://www.espncricinfo.com/series/australia-tour-of-west-indies-1998-99-61383/west-indies-vs-australia-7th-odi-64624/full-scorecard
West Indies,Australia,Australia,4 wickets,Bridgetown,"Apr 24, 1999",1441,https://www.espncricinfo.com/series/australia-tour-of-west-indies-1998-99-61383/west-indies-vs-australia-6th-odi-64623/full-scorecard
West Indies,Australia,tied,-,Georgetown,"Apr 21, 1999",1440,https://www.espncricinfo.com/series/australia-tour-of-west-indies-1998-99-61383/west-indies-vs-australia-5th-odi-64622/full-scorecard
West Indies,Australia,Australia,20 runs,Port of Spain,"Apr 18, 1999",1439,https://www.espncricinfo.com/series/australia-tour-of-west-indies-1998-99-61383/west-indies-vs-australia-4th-odi-64621/full-scorecard
West Indies,Australia,West Indies,5 wickets,Port of Spain,"Apr 17, 1999",1438,https://www.espncricinfo.com/series/australia-tour-of-west-indies-1998-99-61383/west-indies-vs-australia-3rd-odi-64620/full-scorecard
India,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 16, 1999",1437,https://www.espncricinfo.com/series/coca-cola-cup-1998-99-61044/india-vs-pakistan-final-65781/full-scorecard
West Indies,Australia,Australia,46 runs,St George's,"Apr 14, 1999",1436,https://www.espncricinfo.com/series/australia-tour-of-west-indies-1998-99-61383/west-indies-vs-australia-2nd-odi-64619/full-scorecard
India,Pakistan,India,6 wickets,Sharjah,"Apr 13, 1999",1435,https://www.espncricinfo.com/series/coca-cola-cup-1998-99-61044/india-vs-pakistan-6th-match-65780/full-scorecard
England,Pakistan,England,62 runs,Sharjah,"Apr 12, 1999",1434,https://www.espncricinfo.com/series/coca-cola-cup-1998-99-61044/england-vs-pakistan-5th-match-65779/full-scorecard
West Indies,Australia,West Indies,44 runs,Kingstown,"Apr 11, 1999",1433,https://www.espncricinfo.com/series/australia-tour-of-west-indies-1998-99-61383/west-indies-vs-australia-1st-odi-64618/full-scorecard
England,India,India,9 runs,Sharjah,"Apr 11, 1999",1432,https://www.espncricinfo.com/series/coca-cola-cup-1998-99-61044/england-vs-india-4th-match-65778/full-scorecard
England,India,India,20 runs,Sharjah,"Apr 9, 1999",1431,https://www.espncricinfo.com/series/coca-cola-cup-1998-99-61044/england-vs-india-3rd-match-65777/full-scorecard
India,Pakistan,Pakistan,116 runs,Sharjah,"Apr 8, 1999",1430,https://www.espncricinfo.com/series/coca-cola-cup-1998-99-61044/india-vs-pakistan-2nd-match-65776/full-scorecard
England,Pakistan,Pakistan,90 runs,Sharjah,"Apr 7, 1999",1429,https://www.espncricinfo.com/series/coca-cola-cup-1998-99-61044/england-vs-pakistan-1st-match-65775/full-scorecard
India,Pakistan,Pakistan,123 runs,Bengaluru,"Apr 4, 1999",1428,https://www.espncricinfo.com/series/pepsi-cup-1998-99-61042/india-vs-pakistan-final-66217/full-scorecard
India,Pakistan,Pakistan,7 wickets,Mohali,"Apr 1, 1999",1427,https://www.espncricinfo.com/series/pepsi-cup-1998-99-61042/india-vs-pakistan-6th-match-66216/full-scorecard
India,Sri Lanka,India,51 runs,Pune,"Mar 30, 1999",1426,https://www.espncricinfo.com/series/pepsi-cup-1998-99-61042/india-vs-sri-lanka-5th-match-66215/full-scorecard
New Zealand,South Africa,no result,-,Wellington,"Mar 30, 1999",1425,https://www.espncricinfo.com/series/south-africa-tour-of-new-zealand-1998-99-61848/new-zealand-vs-south-africa-6th-odi-64617/full-scorecard
Kenya,Zimbabwe,Zimbabwe,202 runs,Dhaka,"Mar 27, 1999",1424,https://www.espncricinfo.com/series/meril-international-cricket-tournament-1998-99-61043/kenya-vs-zimbabwe-final-66224/full-scorecard
Pakistan,Sri Lanka,Sri Lanka,12 runs,Visakhapatnam,"Mar 27, 1999",1423,https://www.espncricinfo.com/series/pepsi-cup-1998-99-61042/pakistan-vs-sri-lanka-4th-match-66214/full-scorecard
New Zealand,South Africa,South Africa,143 runs,Auckland,"Mar 27, 1999",1422,https://www.espncricinfo.com/series/south-africa-tour-of-new-zealand-1998-99-61848/new-zealand-vs-south-africa-5th-odi-64616/full-scorecard
New Zealand,South Africa,South Africa,2 wickets,Napier,"Mar 26, 1999",1421,https://www.espncricinfo.com/series/south-africa-tour-of-new-zealand-1998-99-61848/new-zealand-vs-south-africa-4th-odi-64615/full-scorecard
Bangladesh,Zimbabwe,Zimbabwe,3 wickets,Dhaka,"Mar 25, 1999",1420,https://www.espncricinfo.com/series/meril-international-cricket-tournament-1998-99-61043/bangladesh-vs-zimbabwe-6th-match-66223/full-scorecard
New Zealand,South Africa,no result,-,Napier,"Mar 25, 1999",1419,https://www.espncricinfo.com/series/south-africa-tour-of-new-zealand-1998-99-61848/new-zealand-vs-south-africa-4th-odi-64614/full-scorecard
Bangladesh,Kenya,Kenya,73 runs,Dhaka,"Mar 24, 1999",1418,https://www.espncricinfo.com/series/meril-international-cricket-tournament-1998-99-61043/bangladesh-vs-kenya-5th-match-66222/full-scorecard
India,Pakistan,Pakistan,143 runs,Jaipur,"Mar 24, 1999",1417,https://www.espncricinfo.com/series/pepsi-cup-1998-99-61042/india-vs-pakistan-3rd-match-66213/full-scorecard
Kenya,Zimbabwe,Zimbabwe,64 runs,Dhaka,"Mar 23, 1999",1416,https://www.espncricinfo.com/series/meril-international-cricket-tournament-1998-99-61043/kenya-vs-zimbabwe-4th-match-66221/full-scorecard
India,Sri Lanka,India,80 runs,Nagpur,"Mar 22, 1999",1415,https://www.espncricinfo.com/series/pepsi-cup-1998-99-61042/india-vs-sri-lanka-2nd-match-66212/full-scorecard
Bangladesh,Zimbabwe,Zimbabwe,126 runs,Dhaka,"Mar 21, 1999",1414,https://www.espncricinfo.com/series/meril-international-cricket-tournament-1998-99-61043/bangladesh-vs-zimbabwe-3rd-match-66220/full-scorecard
Bangladesh,Kenya,Kenya,8 wickets,Dhaka,"Mar 20, 1999",1413,https://www.espncricinfo.com/series/meril-international-cricket-tournament-1998-99-61043/bangladesh-vs-kenya-2nd-match-66219/full-scorecard
Kenya,Zimbabwe,Zimbabwe,133 runs,Dhaka,"Mar 19, 1999",1412,https://www.espncricinfo.com/series/meril-international-cricket-tournament-1998-99-61043/kenya-vs-zimbabwe-1st-match-66218/full-scorecard
Pakistan,Sri Lanka,Pakistan,9 runs,Jamshedpur,"Mar 19, 1999",1411,https://www.espncricinfo.com/series/pepsi-cup-1998-99-61042/pakistan-vs-sri-lanka-1st-match-66211/full-scorecard
Bangladesh,Pakistan,Pakistan,152 runs,Dhaka,"Mar 16, 1999",1410,https://www.espncricinfo.com/series/pakistan-tour-of-bangladesh-1998-99-61534/bangladesh-vs-pakistan-only-odi-64613/full-scorecard
New Zealand,South Africa,New Zealand,7 wickets,Auckland,"Feb 20, 1999",1409,https://www.espncricinfo.com/series/south-africa-tour-of-new-zealand-1998-99-61848/new-zealand-vs-south-africa-3rd-odi-64612/full-scorecard
New Zealand,South Africa,South Africa,7 wickets,Christchurch,"Feb 17, 1999",1408,https://www.espncricinfo.com/series/south-africa-tour-of-new-zealand-1998-99-61848/new-zealand-vs-south-africa-2nd-odi-64611/full-scorecard
New Zealand,South Africa,New Zealand,3 wickets,Dunedin,"Feb 14, 1999",1407,https://www.espncricinfo.com/series/south-africa-tour-of-new-zealand-1998-99-61848/new-zealand-vs-south-africa-1st-odi-64610/full-scorecard
Australia,England,Australia,162 runs,Melbourne,"Feb 13, 1999",1406,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-england-2nd-final-65586/full-scorecard
Australia,England,Australia,10 runs,Sydney,"Feb 10, 1999",1405,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-england-1st-final-65585/full-scorecard
South Africa,West Indies,South Africa,50 runs,Centurion,"Feb 7, 1999",1404,https://www.espncricinfo.com/series/west-indies-tour-of-south-africa-1998-99-61892/south-africa-vs-west-indies-7th-odi-64609/full-scorecard
Australia,Sri Lanka,Australia,43 runs,Melbourne,"Feb 7, 1999",1403,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-sri-lanka-15th-match-65584/full-scorecard
South Africa,West Indies,South Africa,114 runs,Bloemfontein,"Feb 5, 1999",1402,https://www.espncricinfo.com/series/west-indies-tour-of-south-africa-1998-99-61892/south-africa-vs-west-indies-6th-odi-64608/full-scorecard
Australia,England,Australia,4 wickets,Sydney,"Feb 5, 1999",1401,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-england-14th-match-65583/full-scorecard
England,Sri Lanka,Sri Lanka,11 runs,Sydney,"Feb 3, 1999",1400,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/england-vs-sri-lanka-13th-match-65582/full-scorecard
South Africa,West Indies,South Africa,89 runs,Cape Town,"Feb 2, 1999",1399,https://www.espncricinfo.com/series/west-indies-tour-of-south-africa-1998-99-61892/south-africa-vs-west-indies-5th-odi-64607/full-scorecard
Australia,Sri Lanka,Australia,45 runs,Perth,"Jan 31, 1999",1398,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-sri-lanka-12th-match-65581/full-scorecard
South Africa,West Indies,South Africa,99 runs,Gqeberha,"Jan 30, 1999",1397,https://www.espncricinfo.com/series/west-indies-tour-of-south-africa-1998-99-61892/south-africa-vs-west-indies-4th-odi-64606/full-scorecard
England,Sri Lanka,England,128 runs,Perth,"Jan 29, 1999",1396,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/england-vs-sri-lanka-11th-match-65580/full-scorecard
South Africa,West Indies,South Africa,55 runs,Durban,"Jan 27, 1999",1395,https://www.espncricinfo.com/series/west-indies-tour-of-south-africa-1998-99-61892/south-africa-vs-west-indies-3rd-odi-64605/full-scorecard
Australia,England,Australia,16 runs,Adelaide,"Jan 26, 1999",1394,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-england-10th-match-65579/full-scorecard
South Africa,West Indies,West Indies,43 runs,East London,"Jan 24, 1999",1393,https://www.espncricinfo.com/series/west-indies-tour-of-south-africa-1998-99-61892/south-africa-vs-west-indies-2nd-odi-64604/full-scorecard
Australia,Sri Lanka,Australia,80 runs,Adelaide,"Jan 24, 1999",1392,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-sri-lanka-9th-match-65578/full-scorecard
England,Sri Lanka,Sri Lanka,1 wicket,Adelaide,"Jan 23, 1999",1391,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/england-vs-sri-lanka-8th-match-65577/full-scorecard
South Africa,West Indies,South Africa,2 wickets,Johannesburg,"Jan 22, 1999",1390,https://www.espncricinfo.com/series/west-indies-tour-of-south-africa-1998-99-61892/south-africa-vs-west-indies-1st-odi-64603/full-scorecard
Australia,Sri Lanka,Sri Lanka,3 wickets,Hobart,"Jan 21, 1999",1389,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-sri-lanka-7th-match-65576/full-scorecard
England,Sri Lanka,England,7 wickets,Melbourne,"Jan 19, 1999",1388,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/england-vs-sri-lanka-6th-match-65575/full-scorecard
New Zealand,India,New Zealand,70 runs,Christchurch,"Jan 19, 1999",1387,https://www.espncricinfo.com/series/india-tour-of-new-zealand-1998-99-62318/new-zealand-vs-india-5th-odi-64602/full-scorecard
Australia,England,England,7 runs,Sydney,"Jan 17, 1999",1386,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-england-5th-match-65574/full-scorecard
New Zealand,India,India,5 wickets,Auckland,"Jan 16, 1999",1385,https://www.espncricinfo.com/series/india-tour-of-new-zealand-1998-99-62318/new-zealand-vs-india-4th-odi-64601/full-scorecard
Australia,England,Australia,9 wickets,Melbourne,"Jan 15, 1999",1384,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-england-4th-match-65573/full-scorecard
New Zealand,India,no result,-,Wellington,"Jan 14, 1999",1383,https://www.espncricinfo.com/series/india-tour-of-new-zealand-1998-99-62318/new-zealand-vs-india-3rd-odi-64600/full-scorecard
Australia,Sri Lanka,Australia,8 wickets,Sydney,"Jan 13, 1999",1382,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-sri-lanka-3rd-match-65572/full-scorecard
New Zealand,India,India,2 wickets,Napier,"Jan 12, 1999",1381,https://www.espncricinfo.com/series/india-tour-of-new-zealand-1998-99-62318/new-zealand-vs-india-2nd-odi-64599/full-scorecard
England,Sri Lanka,England,4 wickets,Brisbane,"Jan 11, 1999",1380,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/england-vs-sri-lanka-2nd-match-65571/full-scorecard
Australia,England,England,7 runs,Brisbane,"Jan 10, 1999",1379,https://www.espncricinfo.com/series/carlton-united-series-1998-99-61038/australia-vs-england-1st-match-65570/full-scorecard
